/* DATA DESCRIPTION:
Citation:	Bergen, James A; Truax III, S; de Kaenel, Eric P; Blair, Stacie A; Browning, Emily L; Lundquist, J; Boesiger, Todd; Bolivar, M; Clark, K (2023): (Table S22) Foraminiferal range charts of ODP Leg 154 sites (17934-21274 ka) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.897494, 
	Globigerinoides diminutus (G. diminutus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globigerinoides extremus (G. extremus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globigerinoides obliquus (G. obliquus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globigerinoides pyramidalis (G. pyramidalis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globigerinoides ruber (G. ruber) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globigerinoides spp. (Globigerinoides spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globigerinoidesella fistulosa (G. fistulosa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globigerinoidesella cf. fistulosa (G. cf. fistulosa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoconella inflata (G. inflata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoconella inflata (G. inflata) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: var.
	Globoconella puncticulata (G. puncticulata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoquadrina dehiscens (G. dehiscens) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoquadrina cf. dehiscens (G. cf. dehiscens) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia archeomenardii (G. archeomenardii) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia crassaformis (G. crassaformis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia crassula (G. crassula) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia exilis (G. exilis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia flexuosa (G. flexuosa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia fohsi (G. fohsi) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. fohsi (G. cf. fohsi) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia juanai (G. juanai) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia lenguaensis (G. lenguaensis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia limbata (G. limbata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. limbata (G. cf. limbata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia lobata (G. lobata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. lobata (G. cf. lobata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia margaritae (G. margaritae) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. margaritae (G. cf. margaritae) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia aff. margaritae (G. aff. margaritae) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia menardii (G. menardii) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia menardii dextral (G. menardii d) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia menardii sinistral (G. menardii s) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia miocenica (G. miocenica) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia multicamerata (G. multicamerata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia peripheroacuta (G. peripheroacuta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. peripheroacuta (G. cf. peripheroacuta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia peripheroronda (G. peripheroronda) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia pertenuis (G. pertenuis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. pertenuis (G. cf. pertenuis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia plesiotumida (G. plesiotumida) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. plesiotumida (G. cf. plesiotumida) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia praefohsi (G. praefohsi) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia praehirsuta (G. praehirsuta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia praemenardii (G. praemenardii) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia primitiva (G. primitiva) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia aff. primitiva (G. aff. primitiva) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia pseudomiocenica (G. pseudomiocenica) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia robusta (G. robusta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia cf. robusta (G. cf. robusta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia scitula (G. scitula) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia tosaensis (G. tosaensis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia truncatulinoides dextral (G. truncatulinoides d) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia truncatulinoides sinistral (G. truncatulinoides s) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia tumida (G. tumida) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotalia spp. (Globorotalia spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotaloides stainforthi (G. stainforthi) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotaloides suteri (G. suteri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotaloides cf. suteri (G. cf. suteri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globorotaloides spp. (Globorotaloides spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoturborotalita apertura (G. apertura) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoturborotalita cf. apertura (G. cf. apertura) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoturborotalita decoraperta (G. decoraperta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoturborotalita cf. decoraperta (G. cf. decoraperta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Globoturborotalita nepenthes (G. nepenthes) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: hooded
	Globoturborotalita nepenthes (G. nepenthes) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: unhooded
	Hastigerina spp. (Hastigerina spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Neogloboquadrina acostaensis dextral (N. acostaensis d) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Neogloboquadrina acostaensis sinistral (N. acostaensis s) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Neogloboquadrina atlantica dextral (N. atlantica d) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Neogloboquadrina atlantica sinistral (N. atlantica s) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Neogloboquadrina dutertrei (N. dutertrei) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Neogloboquadrina humerosa (N. humerosa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Orbulina suturalis (O. suturalis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Orbulina universa (O. universa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Orbulina spp. (Orbulina spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia continuosa (P. continuosa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia aff. continuosa (P. aff. continuosa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia kugleri (P. kugleri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia cf. kugleri (P. cf. kugleri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia mayeri (P. mayeri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia cf. mayeri (P. cf. mayeri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia aff. mayeri (P. aff. mayeri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia nana (P. nana) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia cf. nana (P. cf. nana) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia pseudokugleri (P. pseudokugleri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Paragloborotalia cf. pseudokugleri (P. cf. pseudokugleri) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Foraminifera, planktic indeterminata (Foram plankt indet) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: undifferentiated
	Praeorbulina circularis (P. circularis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Praeorbulina glomerosa (P. glomerosa) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Praeorbulina spp. (Praeorbulina spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Pulleniatina finalis (P. finalis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Pulleniatina obliquiloculata (P. obliquiloculata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Pulleniatina primalis (P. primalis) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Pulleniatina primalis dextral (P. primalis d) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Pulleniatina primalis sinistral (P. primalis s) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinella dehiscens (S. dehiscens) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinellopsis disjuncta (S. disjuncta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinellopsis cf. disjuncta (S. cf. disjuncta) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinellopsis kochi (S. kochi) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: 4 chambers
	Sphaeroidinellopsis kochi (S. kochi) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: 5 chambers
	Sphaeroidinellopsis cf. kochi (S. cf. kochi) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinellopsis aff. kochi (S. aff. kochi) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinellopsis paenedehiscens (S. paenedehiscens) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinellopsis seminulina (S. seminulina) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Sphaeroidinellopsis seminulina (S. seminulina) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: 3 chambers
	Sphaeroidinellopsis seminulina (S. seminulina) * PI: Blair, Stacie A (stacie.blair81@gmail.com) * COMMENT: 4 chambers
	Sphaeroidinellopsis spp. (Sphaeroidinellopsis spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Streptochilus spp. (Streptochilus spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Tenuitella angustiumbilicata (T. angustiumbilicata) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Tinophodella spp. (Tinophodella spp.) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Trilobatus bisphericus (T. bisphericus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Trilobatus cf. bisphericus (T. cf. bisphericus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Trilobatus primordius (T. primordius) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Trilobatus sacculifer (T. sacculifer) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Trilobatus sicanus (T. sicanus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Trilobatus cf. sicanus (T. cf. sicanus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
	Trilobatus trilobus (T. trilobus) * PI: Blair, Stacie A (stacie.blair81@gmail.com)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	12347 data points
*/
Event	Sample label	Depth sed [m] (rmcd)	Age [ka BP] (Wade et al. (2011))	Plank foram zone (Base Zone Blow (1969) emended)	Plank foram zone (Base Zone Berggren et al. (1995))	Plank foram zone (Base Zone Wade et al. (2011))	Comment (include global planktonic for...)	Analyst	Analyst (#2)	C. nitida	C. dissimilis	C. cf. dissimilis	C. unicavus	C. anguliofficinalis	C. angulisuturalis	C. cf. angulisuturalis	C. aff. angulisuturalis	C. ciperoensis	C. bermudezi	D. altispira	D. binaiensis	D. sellii	D. cf. sellii	D. aff. sellii	D. venezuelana	G. falconensis	G. cf. incisa	G. insueta	G. siphonifera	G. glutinata	G. uvula	Globigerinita spp.	G. altiaperturus	G. bollii	G. conglobatus	G. diminutus	G. extremus	G. obliquus	G. pyramidalis	G. ruber	Globigerinoides spp.	G. fistulosa	G. cf. fistulosa	G. inflata	G. inflata (var.)	G. puncticulata	G. dehiscens	G. cf. dehiscens	G. archeomenardii	G. crassaformis	G. crassula	G. exilis	G. flexuosa	G. fohsi	G. cf. fohsi	G. juanai	G. lenguaensis	G. limbata	G. cf. limbata	G. lobata	G. cf. lobata	G. margaritae	G. cf. margaritae	G. aff. margaritae	G. menardii	G. menardii d	G. menardii s	G. miocenica	G. multicamerata	G. peripheroacuta	G. cf. peripheroacuta	G. peripheroronda	G. pertenuis	G. cf. pertenuis	G. plesiotumida	G. cf. plesiotumida	G. praefohsi	G. praehirsuta	G. praemenardii	G. primitiva	G. aff. primitiva	G. pseudomiocenica	G. robusta	G. cf. robusta	G. scitula	G. tosaensis	G. truncatulinoides d	G. truncatulinoides s	G. tumida	Globorotalia spp.	G. stainforthi	G. suteri	G. cf. suteri	Globorotaloides spp.	G. apertura	G. cf. apertura	G. decoraperta	G. cf. decoraperta	G. nepenthes (hooded)	G. nepenthes (unhooded)	Hastigerina spp.	N. acostaensis d	N. acostaensis s	N. atlantica d	N. atlantica s	N. dutertrei	N. humerosa	O. suturalis	O. universa	Orbulina spp.	P. continuosa	P. aff. continuosa	P. kugleri	P. cf. kugleri	P. mayeri	P. cf. mayeri	P. aff. mayeri	P. nana	P. cf. nana	P. pseudokugleri	P. cf. pseudokugleri	Foram plankt indet (undifferentiated)	P. circularis	P. glomerosa	Praeorbulina spp.	P. finalis	P. obliquiloculata	P. primalis	P. primalis d	P. primalis s	S. dehiscens	S. disjuncta	S. cf. disjuncta	S. kochi (4 chambers)	S. kochi (5 chambers)	S. cf. kochi	S. aff. kochi	S. paenedehiscens	S. seminulina	S. seminulina (3 chambers)	S. seminulina (4 chambers)	Sphaeroidinellopsis spp.	Streptochilus spp.	T. angustiumbilicata	Tinophodella spp.	T. bisphericus	T. cf. bisphericus	T. primordius	T. sacculifer	T. sicanus	T. cf. sicanus	T. trilobus
154-926B	154-926B-35X-4,105-107	352.280	17934					S. Blair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
154-926B	154-926B-35X-5,55-57	353.260	17973					S. Blair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
154-926B	154-926B-35X-5,140-142	354.120	18011					S. Blair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
154-926B	154-926B-35X-6,95-97	355.170	18053					S. Blair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
154-926B	154-926B-35X-7,32-34	356.040	18086					S. Blair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
154-926C	154-926C-36X-1,75-77	356.750	18132					S. Blair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
